DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
Understanding how to program biological functions into artificial DNA sequences remains a key challenge in synthetic genomics. Here, we report the chemical synthesis and testing of Caulobacter ethensis-2.0 ( C. eth-2.0 ), a rewritten bacterial genome composed of the most fundamental functions of a bacterial cell. We rebuilt the essential genome of Caulobacter crescentus through the process of chemical synthesis rewriting and studied the genetic information content at the level of its essential genes. Within the 785,701-bp genome, we used sequence rewriting to reduce the number of encoded genetic features from 6,290 to 799. Overall, we introduced 133,313 base substitutions, resulting in the rewriting of 123,562 codons. We tested the biological functionality of the genome design in C. crescentus by transposon mutagenesis. Our analysis revealed that 432 essential genes of C. eth-2.0 , corresponding to 81.5% of the design, are equal in functionality to natural genes. These findings suggest that neither changing mRNA structure nor changing the codon context have significant influence on biological functionality of synthetic genomes. Discovery of 98 genes that lost their function identified essential genes with incorrect annotation, including a limited set of 27 genes where we uncovered noncoding control features embedded within protein-coding sequences. In sum, our results highlight the promise of chemical synthesis rewriting to decode fundamental genome functions and its utility toward the design of improved organisms for industrial purposes and health benefits.;"Appert, Donat; Bucher, Yves; Christen, Beat; Christen, Matthias; Del Medico, Luca; Deutsch, Samuel; Flores-Tinoco, Carlos E.; Guennoun, Rym; Schächle, Philipp; Tschan, Flavia; van Kooten, Mariëlle; Venetz, Jonathan E.; Wölfle, Alexander";pnas.1818259116.sd01;2019-04-16T00:00:00Z;https://www.pnas.org/highwire/filestream/857873/field_highwire_adjunct_files/1/pnas.1818259116.sd01.xlsx;PNAS;Data_S01;21A431D3-321A-464F-9C5B-3A25FDEB21ED;166476
Understanding how to program biological functions into artificial DNA sequences remains a key challenge in synthetic genomics. Here, we report the chemical synthesis and testing of Caulobacter ethensis-2.0 ( C. eth-2.0 ), a rewritten bacterial genome composed of the most fundamental functions of a bacterial cell. We rebuilt the essential genome of Caulobacter crescentus through the process of chemical synthesis rewriting and studied the genetic information content at the level of its essential genes. Within the 785,701-bp genome, we used sequence rewriting to reduce the number of encoded genetic features from 6,290 to 799. Overall, we introduced 133,313 base substitutions, resulting in the rewriting of 123,562 codons. We tested the biological functionality of the genome design in C. crescentus by transposon mutagenesis. Our analysis revealed that 432 essential genes of C. eth-2.0 , corresponding to 81.5% of the design, are equal in functionality to natural genes. These findings suggest that neither changing mRNA structure nor changing the codon context have significant influence on biological functionality of synthetic genomes. Discovery of 98 genes that lost their function identified essential genes with incorrect annotation, including a limited set of 27 genes where we uncovered noncoding control features embedded within protein-coding sequences. In sum, our results highlight the promise of chemical synthesis rewriting to decode fundamental genome functions and its utility toward the design of improved organisms for industrial purposes and health benefits.;"Appert, Donat; Bucher, Yves; Christen, Beat; Christen, Matthias; Del Medico, Luca; Deutsch, Samuel; Flores-Tinoco, Carlos E.; Guennoun, Rym; Schächle, Philipp; Tschan, Flavia; van Kooten, Mariëlle; Venetz, Jonathan E.; Wölfle, Alexander";pnas.1818259116.sd03;2019-04-16T00:00:00Z;https://www.pnas.org/highwire/filestream/857873/field_highwire_adjunct_files/1/pnas.1818259116.sd03.xlsx;PNAS;Data_S03;5C092436-FF26-4378-9DEA-065FAC9F9C1A;166476
Understanding how to program biological functions into artificial DNA sequences remains a key challenge in synthetic genomics. Here, we report the chemical synthesis and testing of Caulobacter ethensis-2.0 ( C. eth-2.0 ), a rewritten bacterial genome composed of the most fundamental functions of a bacterial cell. We rebuilt the essential genome of Caulobacter crescentus through the process of chemical synthesis rewriting and studied the genetic information content at the level of its essential genes. Within the 785,701-bp genome, we used sequence rewriting to reduce the number of encoded genetic features from 6,290 to 799. Overall, we introduced 133,313 base substitutions, resulting in the rewriting of 123,562 codons. We tested the biological functionality of the genome design in C. crescentus by transposon mutagenesis. Our analysis revealed that 432 essential genes of C. eth-2.0 , corresponding to 81.5% of the design, are equal in functionality to natural genes. These findings suggest that neither changing mRNA structure nor changing the codon context have significant influence on biological functionality of synthetic genomes. Discovery of 98 genes that lost their function identified essential genes with incorrect annotation, including a limited set of 27 genes where we uncovered noncoding control features embedded within protein-coding sequences. In sum, our results highlight the promise of chemical synthesis rewriting to decode fundamental genome functions and its utility toward the design of improved organisms for industrial purposes and health benefits.;"Christen, Beat; Christen, Matthias; Venetz, Jonathan";CP035535;2019-04-16T00:00:00Z;https://www.ncbi.nlm.nih.gov/nuccore/CP035535;NCBI, GenBank;Synthetic Caulobacter sp. 'ethensis' strain CETH2.0 chromosome, complete genome;A2E24E0A-A453-4C3A-AC7E-0A4C155700B2;166476
"";Wang, Zhe;10.26037/yareta:pviw6hqqrbbytlt7cdrx4eqhwe;;https://yareta.unige.ch/frontend/archive/ead3fc97-1c7f-41d9-bc31-29f45dd421b3;Yareta;Data set for: Nano Letters 18, 4303 (2018) https://doi.org/10.1021/acs.nanolett.8b01278;C58C9389-30D8-4CC7-9A7D-A42FFF164389;169016
"";Ponomarev, Evgeniy;10.26037/yareta:jlzyhiwj6vfjrnbza4bkvobjai;;https://yareta.unige.ch/frontend/archive/0184d790-244e-4fba-a400-7c16adaca34d;Yareta;Data set for: Phys. Rev. X 9, 031019 https://doi.org/10.1103/PhysRevX.9.031019;B2947C90-FED4-47E8-9541-A45C2AA4F723;169016
Germinal Center B-Cell gene expression comparison between Wiskott-Aldrich syndrome protein KO mice and WT mice;Descatoire, Marc;E-MTAB-10056;;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10056/;ArrayExpress database at EMBL-EBI;RNA-seq Data;C95B69E0-D319-465C-9F1E-A1749ED6FB30;179251
"";Mazet,;10/gqhfx5;;https://yareta.unige.ch/home/detail/5aacbc3d-11f9-4ab9-bd00-b3a0cb52f758;Yareta;Dataset for Multicatalytic Stereoselective Synthesis of Highly Substituted Alkenes by Sequential Isomerization/Cross-Coupling Reactions;4204743F-095B-4064-9D53-A0431200B385;175489
"";Mazet,;10/grrbmh;;https://yareta.unige.ch/home/detail/e93e636e-21bb-4553-a242-2ea2728b97c2;Yareta;Dataset for Access to Optically Active 7-Membered Rings by a 2-Step Synthetic Sequence: Cu-Catalyzed Stereoselective Cyclopropanation of Branched 1,3-Dienes/Rh-Catalyzed Stereoconvergent [5+2] Cycload;E5EF7D77-0409-46ED-8058-07F82D3D8E97;175489
TEI P5 Application Profile: FarbenlehreThe following definitions provide support for the style of rendition URI recommended by the TEI-Simple documentation. For them to be effective in a given document, it will be necessary to include in that document a prefix definition which specifies the location of the Simple documentation (i.e. the present document) in its replacementPattern attribute.;"Sikora, Uwe; Tech, Maike";"doi:10.25625/FONOBM/NU4ZFB ";2020-10-03T00:00:00Z;https://data.goettingen-research-online.de/api/access/datafile/:persistentId?persistentId=doi:10.25625/FONOBM/NU4ZFB;https://data.goettingen-research-online.de/dataverse/gro;tei_color.odd;D07760FB-27F5-46E0-B988-05197B12D5A4;178320
"";Tan, Li Bing;10.3929/ethz-b-000401640;2020-04-15T00:00:00Z;https://www.research-collection.ethz.ch/handle/20.500.11850/410130;Research Collection;Interacting polaron-polaritons;B5C97261-2621-4142-8D76-426631AF172F;178909
"";Engel, Philipp;10.5281/zenodo.3747314;2020-04-10T00:00:00Z;https://zenodo.org/record/3747314#.Y85FmezMJTY;zenodo;Bioinformatic pipeline: Vast differences in strain-level diversity in the gut microbiota of two closely related honey bee species;5151B73B-1D0F-4283-8A83-48E76C0EA7E3;179487
"";Engel, Philipp;https://doi.org/10.5281/zenodo.1010076;2019-02-25T00:00:00Z;https://zenodo.org/record/1010076#.Y85FAuzMJTY;zenodo;Data and code for: Genomic changes underlying host specialization in the bee gut symbiont Lactobacillus Firm5;E620FBF0-ACC4-419B-877D-A60288DE4955;179487
"This repository contains the code, data sets, and experimental results for the ICAPS 2020 HSDIP Workshop paper ""Simplified Planner Selection"" by Patrick Ferber.";Ferber, Patrick;10.5281/zenodo.4061614;2020-10-21T00:00:00Z;https://zenodo.org/record/4061614#.ZD_1U45BzbY;Zenodo;"Supplemental Material for the HSDIP Workshop Paper ""Simplified Planner Selection""";C04FE2E1-2C2D-4F71-8969-9E7F678A806D;182107
This code package consist of three parts:    DFS-CL: an extension to the DFS-CL algorithm by Marcel Steinmetz which allows generation of proofs for the uc heuristic.    fast-downward: an extension to Fast Downward which allows generation of proofs for A* with hmax, hm and M&S heuristics.    A standalone verifier which is able to verify proofs.The modified version of PDRplan used in the paper can be found in 10.5281/zenodo.3694110.;"Eriksson, Salomé; Helmert, Malte";10.5281/zenodo.3691796;2020-03-02T00:00:00Z;https://zenodo.org/record/3691796#.ZD_4zo5BzbY;Zenodo;Code from Eriksson-Helmert, ICAPS 2020;0A6782D7-CE78-4200-AAAA-9F5D7137769E;182107
In this data collection, we are particularly interested in providing the first dataset focusing on a unified search framework for mobile devices by collecting cross-app mobile queries as well as their target apps. To this end, we recruited 255 participants through an open online call asking them to install uSearch on their smartphones and let it run for at least 24 hours. During the study, we asked the participants to report their mobile searches using uSearch as soon as they did the search. A search report consisted of the search query as well as the app in which the search was done.;"Aliannejadi, Mohammad; Crestani, Fabio; Croft, W. Bruce; Zamani, Hamed";10.13140/RG.2.2.18890.82884;2018-10-01T00:00:00Z;https://github.com/aliannejadi/istas;istas;ISTAS: an in situ collection of cross-app mobile search queries;12D28031-953D-4838-B7CA-45A5EA50EFF1;156864
Les mesures spectroscopiques et de vitesses radiales obtenues avec le spectrographe CORALIE dans le cadre des programmes de suivi des candidats exoplanètes en transit (SWASP, NGTS, K2, TESS) sont accessibles via la plateforme DACE.;Bouchy, François;CORALIE;2019-05-07T00:00:00Z;https://dace.unige.ch/dashboard/index.html;DACE;Données spectroscopiques CORALIE;8E78F619-63B9-49F4-90BC-9D81C46D10E3;169688
Through software visualization developers can augment their capabilities to analyze multiple aspects of complex software systems. However, not every software visualization is suitable to tackle a given development concern. To understand how effective a software visualization is, it must be evaluated on that particular development task. We present an overview of the evaluation of existing visualizations, and examine their characteristics. In particular, we review the complete literature body of papers published in the SOFTVIS/VISSOFT conferences. Among the 387 papers published to date, we included in our study 181 full papers from which we extracted evaluation strategies, data collection methods and other various aspects of the evaluations. We found that 62% of the proposed software visualization approaches do not include an evaluation. We believe that for software visualization approaches to be adopted by developers, visualizations not only must prove their effectiveness via evaluations, but also evaluations should include participants of the target audience and real-world software systems. Finally, we recommend researchers in the field to conduct surveys that can help them to identify what are the frequent and complex problems that affect developers.;Merino, Leonel;http://scg.unibe.ch/research/softvis-eval;;http://scg.unibe.ch/research/softvis-eval;A Systematic Literature Review of Software Visualization Evaluation;A Systematic Literature Review of Software Visualization Evaluation;0EBC850C-EA3B-44B4-B11A-0A2CD0409CBD;162352
"""The Zurich database of agreement in Italo-Romance (DAI)"" database XML files";"Idone, Alice; Loporcaro, Michele; Paciaroni, Tania; Pescarini, Diego; Romagnoli, Serena; Zakharko, Taras; Zanini, Chiara";DAI - to be issued by ZüKL;2018-12-31T00:00:00Z;"https://Server:
Zugang von Windows:
\\idnas03.d.uzh.ch\g_linguistik_dai$
Zugang von Mac oder Linux
smb://idnas03.d.uzh.ch/g_linguistik_dai$";ZüKL-Server;Agreement in Italo-Romance;202C4604-0A0E-4F82-B3BE-47FF29CFE68E;156530
"";"Baccarini, Andrea; Dommen, Josef; Schmale, Julia";10.17043/ao2018-aerosol-ucpc;2020-08-01T00:00:00Z;https://doi.org/10.17043/ao2018-aerosol-ucpc;Bolin Centre Database;Concentration of particles larger than 2.5 nm collected during the Arctic Ocean 2018 expedition.;7546FEE6-208F-4BB2-A389-029CC0845430;169090
"";"Baccarini, Andrea; Dommen, Josef; Schmale, Julia";10.17043/ao2018-aerosol-nais;2020-08-01T00:00:00Z;https://doi.org/10.17043/ao2018-aerosol-nais;Bolin Centre Database;Size distribution of neutral and charged particles smaller than 42 nm collected during the Arctic Ocean 2018 expedition.;1AB65292-20CA-4ADC-9E9A-36C0DE7B0878;169090
"The authors would highly appreciate to be contacted if the data is used for any purpose.We measured sub-micrometer aerosol particles with two scanning mobility particle spectrometers (SMPSs) between 11 and 400 nm (file name ACESPACE_submicron_aerosol_particle_size_distribution.csv) in 100 bins, and 11 and 181 nm in 77 bins - so no data entry in the remaining 23 bins - (ACESPACE_submicron_aerosol_particle_size_distribution_nano.csv) at a time resolution of five minutes during the Antarctic Circumnavigation Expedition (ACE). Particles in this size range are important for cloud formation because a sub-set of them can act as cloud condensation nuclei (CCN).The time series of the size distribution shows that the particle population over the Southern Ocean can be quite variable featuring three dominant modes: a new particle formation mode (11 - 30 nm); an Aitken mode (20 - 70 nm); and an accumulation mode (> 70 nm). Often a concentration minimum between the Aitken and accumulation mode can be observed. It is known as Hoppel minimum (Hoppel and Frick, 1990; 10.1016/0960-1686(90)90020-N). Typically, particles larger than this minimum act as CCN. The variability of the particle size spectrum is a result of particle sources and atmospheric processes. Sea spray generation adds larger particles likely with a peak in the mode around 200 nm. Trace gas emissions from microbial communities in the ocean, such as dimethylsulfide (DMS) will be oxidized to either sulphuric acid or methanesulfonic acid in the atmosphere which condense onto pre-existing particles, hence growing those. Sulphuric acid can also form new particles (new particle formation mode). Rain and snow will remove particles larger than the Hoppel minimum.The data set can be used to explore the variability of the particle size distribution in three different oceans around Antarctica (Indian, Pacific, Atlantic Oceans) and from Cape Town to Europe in relation to weather patterns, air mass trajectories, microbial activity etc. It is best used in combination with CCN data to explore the importance of particles for cloud formation. This data set cannot be used to unambiguously determine sources of particles over the southern ocean or to trace anthropogenic impact in the region.The data have been cleaned from the influence of the exhaust of the research vessel.We give five-minute average data as dN/dlog(dp), where dN is the particle number concentration per measured size bin normalized over the logarithm of the bin width. The bin width is defined as the distance between two diameters. They are spaced equally in log-space with dlog(dp) = log(d_n+1/d_n) = 1/64. To derive the total particle number concentration between 11 and 400 nm one has to integrate over the diameter range taking into account the normalization by dlog(dp).Temporal coverage is from December 20, 2016 to April 10, 2017. The file “ACESPACE_submicron_aerosol_particle_size_distribution.csv” covers the entire time period except between 9 and 14 January 2017 due to instrument issues. The file “ACESPACE_submicron_aerosol_particle_size_distribution_nano.csv” contains data for the period between 9 and 14 January 2017 and can be used to fill the above gap. The second data file stems from another SMPS with a smaller differential mobility analyser, hence the smaller diameter coverage.";"Baccarini, Andrea; Gysel-Beer, Martin; Hartmann, Markus; Henning, Silvia; Lehtipalo, Katrianne; Schmale, Julia; Tatzelt, Christian; Tummon, Fiona; Welti, André";10.5281/zenodo.2636700;2020-06-18T00:00:00Z;https://zenodo.org/record/2636700#.XvWaq9XKFhE;Zenodo;Sub-micron aerosol particle size distribution collected in the Southern Ocean in the austral summer of 2016/2017, during the Antarctic Circumnavigation Expedition;4E0E283D-EB58-4905-9BE4-9FC78F120008;169090
